Sensor id; Sensor center x; Sensor center y;
28;521.0;170.0;
33;498.0;268.0;
34;538.0;200.0;
37;541.0;309.0;
38;584.0;250.0;
46;631.0;316.0;
47;680.0;265.0;
48;728.0;215.0;
54;737.0;359.0;
55;776.0;295.0;
56;815.0;235.0;
57;846.0;193.0;
61;823.0;382.0;
62;870.0;323.0;
63;899.0;273.0;
64;913.0;218.0;
70;956.0;300.0;
73;911.0;546.0;
82;954.0;620.0;
83;989.0;412.0;
91;986.0;665.0;
94;999.0;464.0;
241;557.0;566.0;
242;609.0;619.0;
243;677.0;694.0;
245;682.0;588.0;
247;780.0;717.0;
248;682.0;503.0;
249;755.0;566.0;
250;814.0;637.0;
251;853.0;703.0;
252;747.0;458.0;
253;821.0;459.0;
254;838.0;551.0;
255;885.0;626.0;
256;915.0;686.0;
