Index; Bbox ymin xmin ymax xmax; Label; Sensor id;
0; 483.53 230.52 532.81 264.52 ; 0; 
1; 414.29 274.5 458.27 313.8 ; 1; 
2; 304.82 243.0 342.24 272.32 ; 1; 
3; 240.57 295.71 274.56 329.39 ; 1; 
4; 199.4 425.15 230.58 468.5 ; 1; 
5; 217.17 491.58 250.23 534.62 ; 0; 
6; 222.16 549.59 251.17 593.26 ; 1; 
7; 237.76 614.47 262.71 653.14 ; 1; 
8; 340.37 701.8 378.42 738.29 ; 1; 
9; 297.64 711.15 326.65 746.09 ; 1; 
10; 349.11 755.76 383.1 786.32 ; 1; 
11; 405.87 746.71 447.04 784.76 ; 1; 
12; 478.85 781.33 520.65 814.39 ; 1; 
13; 564.63 785.07 610.79 821.57 ; 1; 
14; 616.09 823.12 661.94 853.69 ; 1; 
15; 686.58 825.31 729.31 852.13 ; 1; 
16; 738.97 798.48 784.82 826.55 ; 1; 
17; 775.15 813.46 820.07 838.72 ; 1; 
18; 730.87 839.97 774.84 865.23 ; 1; 
19; 200.57 354.02 225.27 392.57 ; 1; 
20; 309.9 753.2 342.34 781.27 ; 1; 
21; 350.4 249.6 392.8 288.28 ; 1; 
22; 285.82 299.1 322.7 337.43 ; 1; 
23; 505.44 194.38 550.2 218.2 ; 1; 
24; 427.29 207.9 467.5 240.93 ; 1; 
25; 234.25 360.78 267.2 401.48 ; 1; 
26; 293.32 375.85 328.68 416.15 ; 1; 
27; 474.89 306.09 511.11 349.91 ; 1; 
28; 674.01 307.39 728.5 360.2 ; 0; 
29; 612.76 364.63 659.76 415.6 ; 1; 
30; 541.75 397.25 586.6 448.2 ; 1; 
31; 685.1 245.31 734.5 290.93 ; 1; 
32; 542.31 258.2 585.31 299.8 ; 1; 
33; 243.82 443.5 282.2 484.5 ; 1; 
34; 348.83 320.0 390.7 363.8 ; 1; 
35; 560.5 210.5 606.1 241.2 ; 1; 
36; 359.7 403.5 401.4 451.5 ; 1; 
37; 305.5 470.2 343.9 515.0 ; 1; 
38; 259.51 527.29 295.8 570.0 ; 1; 
39; 607.2 286.2 652.1 332.9 ; 1; 
40; 534.0 321.76 581.7 371.4 ; 1; 
41; 478.9 380.2 526.77 430.39 ; 1; 
42; 417.13 427.88 462.5 477.6 ; 1; 
43; 377.6 498.25 418.7 543.7 ; 1; 
44; 327.85 558.9 370.03 604.2 ; 1; 
45; 273.4 603.53 309.3 644.3 ; 1; 
46; 394.0 606.58 436.6 652.4 ; 1; 
47; 757.69 680.01 802.9 725.8 ; 1; 
48; 697.19 505.58 747.8 557.8 ; 1; 
49; 531.28 672.3 577.1 720.4 ; 0; 
50; 469.75 718.82 512.0 759.0 ; 1; 
51; 545.01 732.64 590.0 773.7 ; 1; 
52; 622.72 721.24 670.7 763.5 ; 1; 
53; 684.06 673.43 732.7 717.4 ; 1; 
54; 714.65 593.83 760.65 644.1 ; 1; 
55; 650.91 774.7 695.8 814.8 ; 1; 
56; 647.88 578.76 698.2 631.1 ; 1; 
57; 796.7 732.14 844.0 776.4 ; 0; 
58; 711.51 739.39 760.2 784.0 ; 1; 
59; 593.32 647.98 643.42 692.9 ; 1; 
60; 397.0 677.6 439.4 718.9 ; 1; 
61; 460.55 653.23 502.69 694.0 ; 1; 
62; 620.13 455.13 667.5 505.5 ; 1; 
63; 680.6 394.6 728.81 443.48 ; 1; 
64; 284.53 663.42 316.0 700.8 ; 1; 
65; 333.54 633.72 375.8 674.3 ; 1; 
66; 414.0 350.5 454.9 395.2 ; 1; 
