Sensor id; Sensor center x; Sensor center y;
160;232.851349;158.190552;
168;220.0;323.0;
169;276.830933;253.990799;
170;330.0;193.0;
171;388.0;136.0;
176;242.0;382.0;
177;311.0;314.0;
178;355.0;253.0;
179;419.0;197.0;
180;491.0;154.0;
181;548.0;120.0;
188;261.0;449.0;
189;314.0;377.0;
190;379.0;320.0;
191;435.0;257.0;
192;518.0;226.0;
193;582.0;185.0;
194;622.0;146.0;
199;279.0;530.0;
200;347.0;462.0;
201;386.0;385.0;
202;624.0;259.0;
203;677.0;175.0;
208;365.0;540.0;
209;435.0;484.0;
210;694.0;279.0;
211;707.0;232.0;
216;479.0;563.0;
217;567.0;522.0;
218;642.0;470.0;
219;718.0;355.0;
227;708.0;501.0;
228;648.0;564.0;
231;751.0;548.0;
232;712.0;603.0;
236;765.0;647.0;
237;703.0;696.0;
