Sensor id; Sensor center x; Sensor center y;
1;697.0;629.0;
2;744.0;543.0;
3;780.0;452.0;
4;800.0;365.0;
5;785.0;289.0;
10;782.0;580.0;
12;857.0;399.0;
13;840.0;317.0;
132;512.0;134.0;
142;329.0;213.0;
144;468.0;169.0;
152;262.0;321.0;
153;305.0;279.0;
154;354.0;241.0;
155;436.0;214.0;
161;251.0;397.0;
162;291.0;360.0;
163;338.0;323.0;
164;407.0;286.0;
172;338.0;401.0;
173;387.0;364.0;
180;359.0;489.0;
181;415.0;433.0;
182;455.0;358.0;
183;492.0;279.0;
184;518.0;220.0;
185;554.0;173.0;
192;387.0;567.0;
193;441.0;522.0;
194;500.0;444.0;
195;531.0;363.0;
196;566.0;275.0;
197;598.0;217.0;
200;315.0;719.0;
202;488.0;593.0;
203;525.0;527.0;
204;573.0;440.0;
205;608.0;359.0;
206;638.0;266.0;
209;364.628906;752.949219;
210;529.0;649.0;
211;565.0;585.0;
212;606.0;510.0;
213;648.0;425.0;
214;680.0;341.0;
215;712.0;267.0;
216;419.265625;797.019531;
217;474.0;785.0;
218;519.0;770.0;
219;559.0;711.0;
220;612.0;645.0;
221;658.0;571.0;
222;690.0;491.0;
223;726.0;401.0;
224;742.0;331.0;
225;608.0;728.0;
226;688.0;709.0;
228;553.0;814.0;
229;488.933594;825.722656;
230;732.0;746.0;
233;570.0;852.0;
239;759.0;806.0;
240;712.0;848.0;
