Sensor id; Sensor center x; Sensor center y;
48;563.0;175.0;
49;612.0;139.0;
54;551.0;288.0;
55;579.0;221.0;
56;622.0;152.0;
57;666.0;94.0;
61;625.0;276.0;
62;662.0;199.0;
63;704.0;136.0;
64;731.0;72.0;
67;681.0;332.0;
68;705.0;253.0;
69;744.0;187.0;
70;787.0;119.0;
73;736.0;393.0;
74;862.0;167.0;
75;879.0;91.0;
82;805.0;458.0;
85;971.0;84.0;
91;874.0;511.0;
92;926.0;417.0;
94;996.0;267.0;
96;1036.0;141.0;
97;1041.0;93.0;
102;976.0;478.0;
103;1004.0;407.0;
105;1060.0;269.0;
106;1091.0;213.0;
111;1059.0;469.0;
112;1082.0;411.0;
113;1115.0;338.0;
120;1128.0;481.0;
246;571.0;562.0;
247;641.0;638.0;
249;583.0;453.0;
250;640.0;524.0;
251;710.0;594.0;
252;563.0;370.0;
253;625.0;342.0;
254;658.0;420.0;
255;716.0;497.0;
256;802.0;555.0;
