Sensor id; Sensor center x; Sensor center y;
93;198.0;573.0;
94;195.957336;508.546967;
95;208.324524;433.045074;
104;236.0;540.0;
105;237.0;473.0;
106;260.418854;386.557159;
107;291.0;311.0;
108;336.0;246.0;
114;297.782501;428.174255;
115;340.0;346.0;
116;381.0;280.0;
120;294.0;640.0;
121;314.453247;568.360718;
122;349.0;485.0;
123;380.0;401.0;
124;421.0;332.0;
125;467.635864;268.322693;
126;509.210022;224.120392;
133;354.0;619.0;
134;384.0;544.0;
135;419.0;449.0;
136;470.0;395.0;
137;513.0;326.0;
138;554.0;275.0;
139;587.562561;232.837662;
145;428.88382;608.914246;
146;459.289062;545.84375;
147;512.320312;472.320312;
148;560.0;399.0;
149;594.0;340.0;
150;637.0;300.0;
151;668.815796;265.342346;
156;551.820312;545.640625;
157;591.0;476.0;
158;647.0;407.0;
159;676.0;365.0;
165;578.0;620.0;
166;622.0;566.0;
167;669.0;498.0;
174;644.0;638.0;
175;689.0;582.0;
187;699.0;657.0;
