Sensor id; Sensor center x; Sensor center y;
28;463.0;77.0;
33;419.0;145.0;
34;483.0;98.0;
37;465.0;185.0;
38;522.0;152.0;
39;583.0;114.0;
46;578.0;215.0;
47;632.0;178.0;
48;682.0;152.0;
54;674.0;271.0;
55;708.0;222.0;
56;746.0;186.0;
57;768.0;152.0;
61;749.0;307.0;
62;787.0;263.0;
241;469.0;451.0;
242;545.0;519.0;
243;588.0;586.0;
244;535.0;418.0;
245;601.0;487.0;
246;646.0;554.0;
247;695.0;647.0;
248;611.0;396.0;
249;688.0;466.0;
250;725.0;547.0;
251;766.0;631.0;
252;672.0;363.0;
253;744.0;371.0;
254;755.0;463.0;
