Sensor id; Sensor center x; Sensor center y;
4;282.0;609.0;
5;343.0;544.0;
7;433.0;432.0;
8;479.0;388.0;
9;529.0;354.0;
12;314.0;676.0;
13;369.0;606.0;
14;426.0;535.0;
15;472.0;478.0;
16;521.0;431.0;
18;308.0;816.0;
19;354.0;750.0;
20;408.0;677.0;
21;466.0;605.0;
22;512.0;532.0;
23;557.0;488.0;
25;412.0;828.0;
26;459.0;764.0;
27;511.0;687.0;
28;562.0;609.0;
29;602.0;551.0;
31;454.0;894.0;
32;509.0;830.0;
33;567.0;763.0;
34;616.0;686.0;
35;655.0;622.0;
37;620.0;818.0;
38;666.0;770.0;
40;726.0;619.0;
49;761.0;605.0;
215;316.0;496.0;
224;277.0;558.0;
241;608.0;1034.0;
242;661.0;1059.0;
244;667.0;995.0;
