Sensor id; Sensor center x; Sensor center y;
1;471.0;320.0;
2;520.0;205.0;
3;564.0;117.0;
10;573.0;233.0;
11;629.0;153.0;
18;694.0;190.0;
19;739.0;134.0;
25;803.0;196.0;
26;829.0;156.0;
27;842.0;130.0;
31;854.0;271.0;
32;878.0;229.0;
217;331.805054;625.526978;
218;341.0;554.0;
220;402.0;358.0;
221;437.0;265.0;
222;477.0;182.0;
223;518.0;105.0;
225;408.0;437.0;
226;468.0;409.0;
227;391.0;524.0;
228;369.003906;618.997131;
230;527.0;439.0;
231;452.0;519.0;
232;423.880341;607.934631;
234;610.0;454.0;
235;527.0;533.0;
236;484.0;614.0;
237;445.0;697.0;
238;694.0;460.0;
239;594.0;560.0;
240;532.0;653.0;
