Sensor id; Sensor center x; Sensor center y;
45;540.0;221.5;
60;447.5;303.0;
65;337.43103;384.672424;
66;393.426453;358.455872;
72;357.5;422.5;
76;375.0;483.0;
77;420.25;421.25;
78;465.25;367.75;
79;516.5;316.5;
80;568.0;267.5;
85;410.75;554.75;
86;449.5;494.0;
87;494.986481;428.081085;
88;549.5;365.0;
89;601.0;317.0;
90;651.099976;268.799988;
94;394.5;717.5;
95;418.25;678.75;
96;445.75;628.25;
97;486.576935;569.615417;
98;528.913818;501.034485;
99;575.25;432.25;
100;627.0;380.0;
101;705.799988;390.100006;
104;434.75;766.75;
105;452.961548;733.807678;
106;492.25;693.75;
107;529.5;640.0;
108;575.099976;574.200012;
109;614.799988;507.400024;
110;655.15387;442.730774;
111;443.75;840.25;
112;462.0;819.0;
113;500.5;793.5;
114;526.0;755.0;
115;575.0;703.0;
116;624.0;646.0;
117;666.905396;577.432434;
118;693.0;513.0;
119;723.5;455.0;
123;606.5;756.0;
124;657.070007;698.98999;
125;703.400024;636.700012;
126;734.173096;567.134644;
127;766.90387;492.019226;
128;772.93103;419.327576;
129;750.926453;354.544128;
135;641.400024;799.700012;
136;683.099976;744.200012;
137;728.75;688.25;
141;807.911743;393.147064;
146;657.599976;835.700012;
147;699.75;783.75;
