Sensor id; Sensor center x; Sensor center y;
6;591.0;269.0;
7;557.0;315.0;
8;512.0;378.0;
9;464.0;458.0;
14;551.0;212.0;
15;515.0;257.0;
16;473.0;312.0;
17;425.0;395.0;
21;515.0;175.0;
22;474.0;212.0;
23;436.0;259.0;
24;384.0;339.0;
29;395.0;231.0;
30;360.0;288.0;
36;333.0;253.0;
41;299.0;307.0;
42;322.0;355.0;
43;345.0;403.0;
44;382.0;467.0;
45;432.0;531.0;
50;259.0;367.0;
51;283.0;415.0;
52;313.0;478.0;
53;364.0;551.0;
58;237.0;429.0;
59;266.0;481.0;
79;347.0;631.0;
80;415.0;614.0;
81;499.0;583.0;
88;351.0;687.0;
89;414.0;680.0;
90;496.0;648.0;
99;350.0;735.0;
100;414.0;724.0;
130;570.0;689.0;
131;578.0;626.0;
132;567.0;540.0;
142;628.0;703.0;
144;633.0;562.0;
154;690.0;648.0;
184;691.0;496.0;
185;628.0;476.0;
186;545.0;461.0;
196;722.0;445.0;
197;663.0;426.0;
198;591.0;404.0;
206;693.0;380.0;
207;631.0;352.0;
257;506.0;514.0;
